workload,category,rows,cols,cluster_size,shared_bytes_per_cta,cluster_ms,cluster_p20_ms,cluster_p80_ms,control_overhead_ms,saved_hbm_ms,local_staging_ms,dsmem_store_ms,predicted_delta_ms,predicted_profitable,measured_delta_vs_block_ms,measured_profitable_vs_block,model_version,effective_bandwidth_gbps,saved_reread_ms,local_replay_ms,local_store_residual_ms
lars_momentum,optimizer,4096,65536,8,98304,3.45468,3.454588,3.4548400000000004,0.127035,2.1066149999999997,0.3827117344557244,0.0021282041338659013,1.5947400614104092,True,2.1629599999999995,True,effective-bandwidth-overlap-v2,1529.1002257175612,2.1066149999999997,0.3827117344557244,0.0
rowwise_quant,quantization,4096,4096,2,8192,0.0532733,0.05326764,0.05328136,0.0122925,0.00728888888888889,0.007973161134494259,3.800364524760538e-05,-0.013014775890852974,False,-0.0368733,False,effective-bandwidth-overlap-v2,9207.008780487806,0.00728888888888889,0.007973161134494259,0.0
rowwise_quant,quantization,4096,4096,4,4096,0.100391,0.10038100000000001,0.1003946,0.0286598,0.00728888888888889,0.007973161134494259,0.00022802187148563227,-0.029572094117091,False,-0.083991,False,effective-bandwidth-overlap-v2,9207.008780487806,0.00728888888888889,0.007973161134494259,0.0
rowwise_quant,quantization,4096,4096,8,2048,0.202526,0.20237660000000002,0.20268239999999998,0.0624394,0.00728888888888889,0.007973161134494259,0.0010641020669329506,-0.06418777431253832,False,-0.186126,False,effective-bandwidth-overlap-v2,9207.008780487806,0.00728888888888889,0.007973161134494259,0.0
rowwise_quant,quantization,4096,8192,2,16384,0.0880362,0.08801418,0.08806351999999999,0.0122838,0.038900755555555555,0.015946322268988518,3.800364524760538e-05,0.010632629641319434,True,-0.0005094999999999961,False,effective-bandwidth-overlap-v2,3450.2601834640172,0.038900755555555555,0.015946322268988518,0.0
rowwise_quant,quantization,4096,8192,4,8192,0.127179,0.1269962,0.1282008,0.0286179,0.038900755555555555,0.015946322268988518,0.00022802187148563227,-0.0058914885849185965,False,-0.03965229999999999,False,effective-bandwidth-overlap-v2,3450.2601834640172,0.038900755555555555,0.015946322268988518,0.0
rowwise_quant,quantization,4096,8192,8,4096,0.244506,0.2444068,0.2455992,0.0623942,0.038900755555555555,0.015946322268988518,0.0010641020669329506,-0.04050386878036591,False,-0.1569793,False,effective-bandwidth-overlap-v2,3450.2601834640172,0.038900755555555555,0.015946322268988518,0.0
rowwise_quant,quantization,4096,16384,2,32768,0.202579,0.2024682,0.20266699999999999,0.0122915,0.09034666666666666,0.031892644537977036,3.800364524760538e-05,0.04612451848344202,True,0.0007009999999999794,True,effective-bandwidth-overlap-v2,2971.1716646989375,0.09034666666666666,0.031892644537977036,0.0
rowwise_quant,quantization,4096,16384,4,16384,0.202548,0.202386,0.2027266,0.0286429,0.09034666666666666,0.031892644537977036,0.00022802187148563227,0.029583100257203992,True,0.0007319999999999827,True,effective-bandwidth-overlap-v2,2971.1716646989375,0.09034666666666666,0.031892644537977036,0.0
rowwise_quant,quantization,4096,16384,8,8192,0.266602,0.26643639999999996,0.2683754,0.0624317,0.09034666666666666,0.031892644537977036,0.0010641020669329506,-0.005041779938243327,False,-0.06332200000000002,False,effective-bandwidth-overlap-v2,2971.1716646989375,0.09034666666666666,0.031892644537977036,0.0
rowwise_quant,quantization,4096,32768,2,65536,0.40814,0.4081084,0.40815840000000003,0.0266147,0.3446777777777778,0.06378528907595407,3.800364524760538e-05,0.25423978505657613,True,0.367385,True,effective-bandwidth-overlap-v2,1557.6023364817381,0.3446777777777778,0.06378528907595407,0.0
rowwise_quant,quantization,4096,32768,4,32768,0.415447,0.413732,0.4156478,0.0284886,0.3446777777777778,0.06378528907595407,0.00022802187148563227,0.2521758668303381,True,0.360078,True,effective-bandwidth-overlap-v2,1557.6023364817381,0.3446777777777778,0.06378528907595407,0.0
rowwise_quant,quantization,4096,32768,8,16384,0.404262,0.40395479999999995,0.40487059999999997,0.0620035,0.3446777777777778,0.06378528907595407,0.0010641020669329506,0.2178248866348908,True,0.371263,True,effective-bandwidth-overlap-v2,1557.6023364817381,0.3446777777777778,0.06378528907595407,0.0
rowwise_quant,quantization,4096,65536,4,65536,0.817186,0.817153,0.8172674,0.057327,0.7093555555555555,0.12757057815190814,0.00022802187148563227,0.5242299555321617,True,0.778864,True,effective-bandwidth-overlap-v2,1513.686353184424,0.7093555555555555,0.12757057815190814,0.0
rowwise_quant,quantization,4096,65536,8,32768,0.825873,0.8240497999999999,0.8278272000000001,0.0617936,0.7093555555555555,0.12757057815190814,0.0010641020669329506,0.5189272753367143,True,0.770177,True,effective-bandwidth-overlap-v2,1513.686353184424,0.7093555555555555,0.12757057815190814,0.0
